YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201306,75536,455932,1,2.11,"WSW","LAIRD",43.96,-92.27,4357600,9216200
201305,75537,455941,1,62.67,"N","LOWER HOOPERS ISLAND",39.1519,-76.3912,399114,7623472
201305,75537,455942,1,.36,"SSW","SMITH ISLAND",37.975,-76.042,3758500,762520
201305,75537,455943,1,.26,"SE","CRISFIELD",37.967,-75.877,3758020,7552620
201305,75537,455944,1,1.5,"ENE","CRISFIELD",37.9811,-75.8564,3758866,7551384
201305,75538,455953,1,1.24,"N","OAKVILLE",28.4678,-98.1021,2828068,986126
201305,75538,455953,2,1.75,"WNW","OAKVILLE",28.4567,-98.1278,2827402,987668
201305,75538,455953,3,1.18,"SSW","OAKVILLE",28.4343,-98.1076,2826058,986456
201305,75538,455953,4,1.3,"ESE","OAKVILLE",28.4434,-98.0799,2826604,984794
201305,75538,455954,1,0,"N","THREE RIVERS",28.47,-98.18,2828200,9810800
201305,75538,455954,2,1.2,"W","THREE RIVERS",28.4704,-98.1998,2828224,9811988
201305,75538,455954,3,1.37,"WSW","THREE RIVERS",28.4606,-98.1999,2827636,9811994
201305,75538,455954,4,.99,"SSW","THREE RIVERS",28.4571,-98.1871,2827426,9811226
201305,75538,455970,1,0,"N","PETTUS",28.62,-97.8,2837200,9748000
201305,75538,455970,2,.46,"W","TULSITA",28.6509,-97.8075,2839054,9748450
201305,75538,455970,3,2.14,"W","TULSITA",28.6483,-97.8353,2838898,9750118
201305,75538,455970,4,2.08,"WSW","TULETA",28.5641,-97.8137,2833846,9748822
201305,75538,455970,5,.69,"W","TULETA",28.5698,-97.7915,2834188,9747490
201305,75538,455971,1,3.68,"SE","SUNILAND",28.54,-98.18,2832400,9810800
201305,75538,455971,2,2.39,"ESE","SUNILAND",28.5623,-98.1862,2833738,9811172
201305,75538,455971,3,1.47,"SSE","SUNILAND",28.561,-98.209,2833660,9812540
201305,75538,455971,4,3.59,"SSE","SUNILAND",28.5312,-98.1999,2831872,9811994
201305,75538,455972,1,.92,"NE","GUADALUPE",28.76,-96.91,2845600,9654600
201305,75538,455972,2,1.46,"SSE","GUADALUPE",28.7304,-96.9113,2843824,9654678
201305,75538,455972,3,1.96,"SW","GUADALUPE",28.7323,-96.9453,2843938,9656718
201305,75538,455972,4,1.15,"NNW","GUADALUPE",28.7647,-96.9289,2845882,9655734
201305,75538,455973,1,3.19,"SE","SUNILAND",28.55,-98.18,2833000,9810800
201305,75538,455974,1,1.84,"NE","ALOE",28.7853,-97.0451,2847118,972706
201305,75538,455975,1,2.76,"NE","POESTA",28.48,-97.67,2828800,9740200
201305,75538,456143,1,2.34,"ESE","VICTORIA BALL ARPT",28.8719,-96.9825,2852314,9658950
201305,75538,456143,2,2.13,"ENE","VICTORIA BALL ARPT",28.8896,-96.9866,2853376,9659196
201305,75538,456243,1,11.19,"WSW","CHARCO",28.6478,-97.7591,2838868,9745546
201305,75538,456243,2,7.44,"WSW","CHARCO",28.6882,-97.7131,2841292,9742786
201305,75538,456243,3,6.8,"SW","CHARCO",28.6647,-97.6839,2839882,9741034
201305,75538,456243,4,11.17,"SW","CHARCO",28.6204,-97.7354,2837224,9744124
201305,75538,456250,1,0,"N","PETTUS",28.62,-97.8,2837200,9748000
201305,75538,456250,2,.87,"N","PETTUS",28.6325,-97.8025,2837950,9748150
201305,75538,456250,3,.78,"W","TULSITA",28.6484,-97.8127,2838904,9748762
201305,75538,456250,4,1.6,"W","TULSITA",28.6459,-97.826,2838754,9749560
201305,75538,456250,5,.99,"SW","PETTUS",28.6084,-97.8096,2836504,9748576
201305,75538,456250,6,1.37,"SSE","PETTUS",28.6005,-97.7955,2836030,9747730
201305,75538,456251,1,1.76,"NW","SKUNK HILL",27.8389,-97.5492,2750334,9732952
201306,75539,455947,1,.86,"SW","DELTA",41.57,-84.01,4134200,84600
201306,75539,455948,1,.86,"SW","SWANTON",41.59,-83.89,4135400,8353400
201306,75539,455949,1,.86,"SW","SWANTON",41.59,-83.89,4135400,8353400
201305,75540,455945,1,.13,"ENE","BISHOPS HEAD",38.221,-76.038,3813260,762280
201305,75540,455946,1,.11,"E","BISHOPS HEAD",38.22,-76.038,3813200,762280
201305,75541,455950,1,1.15,"SE","LYLES-CROUCH ACADEMY ALEXANDRIA",38.7877,-77.0357,3847262,772142
201305,75541,455951,1,.19,"NE","(DCA)REAGAN NATIONAL AIRPORT",38.8522,-77.0378,3851132,772268
201305,75541,455952,1,.22,"W","POTOMAC LIGHT",38.34,-76.994,3820400,7659640
201306,75542,455955,1,0,"N","ADAMSBORO",40.78,-86.27,4046800,8616200
201306,75542,455956,1,.69,"N","(GUS)GRISSOM AFB PER",40.66,-86.15,4039600,869000
201306,75542,455957,1,.69,"S","BUNKER HILL",40.66,-86.1,4039600,866000
201306,75542,455958,1,0,"N","NORTH LIBERTY",41.53,-86.43,4131800,8625800
201306,75542,455959,1,0,"N","TEEGARDEN",41.47,-86.38,4128200,8622800
201306,75542,455960,1,0,"N","BOURBON",41.3,-86.12,4118000,867200
201306,75542,455961,1,2.7,"ENE","GOBLESVILLE",40.99,-85.47,4059400,8528200
201306,75542,455962,1,3.12,"W","GREENDALE",41.1,-85.18,416000,8510800
201306,75542,455963,1,3.33,"NE","WESTLAWN",41.11,-85.2,416600,8512000
201306,75542,455964,1,2.95,"ENE","WESTLAWN",41.1,-85.2,416000,8512000
201306,75542,455965,1,.87,"NW","WESTLAWN",41.09,-85.26,415400,8515600
201306,75542,455966,1,.69,"N","BERNE",40.66,-84.95,4039600,8457000
201306,75542,455967,1,.87,"SE","GENEVA",40.59,-84.96,4035400,8457600
201306,75542,455976,1,.69,"S","ATWOOD",41.26,-85.98,4115600,8558800
201306,75542,455977,1,.87,"SW","ARCOLA",41.09,-85.31,415400,8518600
201306,75542,455978,1,4.32,"SW","ARI",41.22,-85.3,4113200,8518000
201303,71441,429610,3,0,"N","RUSH",38.33,-82.78,3819800,8246800
201303,71441,429610,4,0,"N","DURBIN",38.28,-82.6,3816800,8236000
201303,71441,429610,5,.22,"WNW","CATLETTSBURG",38.4211,-82.6038,3825266,8236228
201303,71441,429610,6,.32,"N","ASHLAND",38.4746,-82.6289,3828476,8237734
201303,71442,429611,1,0,"N","HANGING ROCK",38.55,-82.72,3833000,8243200
201303,71442,429611,2,0,"N","FIREBRICK",38.83,-82.63,3849800,8237800
201303,71442,429611,3,0,"N","WATERLOO",38.7,-82.47,3842000,8228200
201303,71442,429611,4,0,"N","ATHALIA",38.52,-82.3,3831200,8218000
201303,71442,429611,5,.52,"SSW","ROME",38.4429,-82.3535,3826574,8221210
201303,71442,429611,6,.46,"SSE","NORTH KENOVA",38.4144,-82.5753,3824864,8234518
201303,71442,429612,1,0,"N","CROWN CITY",38.6,-82.28,3836000,8216800
201303,71442,429612,2,0,"N","SAND FORK",38.72,-82.38,3843200,8222800
201303,71442,429612,3,1.63,"W","MC DANIEL XROADS",38.774,-82.4998,3846440,8229988
201303,71442,429612,4,1.63,"W","GALLIA",38.83,-82.5503,3849800,8233018
201303,71442,429612,5,1.63,"W","RIO GRANDE",38.88,-82.4003,3852800,8224018
201303,71442,429612,6,1.34,"E","MILLS",38.8485,-82.2052,3850910,8212312
201301,71449,429602,1,0,"N","ALPINE",33.85,-109.13,3351000,1097800
201301,71449,429602,2,0,"N","TEEC NOS POS",36.9,-109.1,3654000,1096000
201301,71449,429603,1,0,"N","SEDONA ARPT",34.85,-111.78,3451000,11146800
201301,71449,429603,2,0,"N","JACOB LAKE",36.72,-112.22,3643200,11213200
201301,71449,429604,1,0,"N","PINE",34.38,-111.45,3422800,11127000
201301,71449,429604,2,0,"N","CANYON DAY",33.78,-110.03,3346800,1101800
201301,71449,429605,1,0,"N","WHITERIVER",33.83,-109.97,3349800,10958200
201301,71449,429605,2,0,"N","KAYENTA ARPT",36.7,-110.23,3642000,11013800
201301,71449,429606,1,0,"N","BLACK CANYON CITY",33.75,-112.28,3345000,11216800
201301,71449,429606,2,0,"N","SELIGMAN ARPT",35.33,-112.88,3519800,11252800
201301,71450,429617,1,8.28,"NW","CAPE FEAR",33.9167,-78.0197,3355002,781182
201301,71454,429631,1,1.5,"NW","PIKEVILLE",35.6154,-85.2189,3536924,8513134
201301,71454,429631,2,1.5,"NE","PIKEVILLE",35.6154,-85.1811,3536924,8510866
201301,71454,429631,3,1.5,"SE","PIKEVILLE",35.5847,-85.1811,3535082,8510866
201301,71454,429631,4,1.5,"SW","PIKEVILLE",35.5847,-85.2189,3535082,8513134
201301,71454,429638,1,1,"NW","MAYNARDVILLE",36.2602,-83.8127,3615612,8348762
201301,71454,429638,2,1,"NE","MAYNARDVILLE",36.2602,-83.7873,3615612,8347238
201301,71454,429638,3,1,"SE","MAYNARDVILLE",36.2398,-83.7873,3614388,8347238
201301,71454,429638,4,1,"SW","MAYNARDVILLE",36.2398,-83.8127,3614388,8348762
201301,71454,429644,1,1.5,"ESE","SEVIERVILLE",35.8617,-83.5453,3551702,8332718
201301,71454,429644,2,.5,"SE","SEVIERVILLE",35.8649,-83.5637,3551894,8333822
201301,71454,429645,1,1,"NW","KODAK",35.9802,-83.6327,3558812,8337962
201301,71454,429645,2,1,"NE","KODAK",35.9802,-83.6074,3558812,8336444
201301,71454,429645,3,1,"SE","KODAK",35.9598,-83.6074,3557588,8336444
201301,71454,429645,4,1,"SW","KODAK",35.9598,-83.6326,3557588,8337956
201301,71454,429647,1,2,"ENE","CHATTANOOGA ARPT",35.0411,-85.1673,352466,8510038
201301,71454,429647,2,2.2,"NE","CHATTANOOGA ARPT",35.0525,-85.1725,353150,8510350
201301,71454,429647,3,2.8,"NE","CHATTANOOGA ARPT",35.0587,-85.165,353522,859900
201301,71454,429647,4,2.6,"ENE","CHATTANOOGA ARPT",35.0444,-85.1575,352664,859450
201301,71454,429648,1,3,"NW","CHATTANOOGA",35.0807,-85.3175,354842,8519050
201301,71454,429648,2,3,"NE","CHATTANOOGA",35.0807,-85.2425,354842,8514550
201301,71454,429648,3,6,"SE","CHATTANOOGA",34.9886,-85.205,3459316,8512300
201301,71454,429648,4,6,"SW","CHATTANOOGA",34.9886,-85.355,3459316,8521300
201301,71454,429649,1,1.32,"ENE","TOWNSEND",35.68,-83.75,3540800,8345000
201301,71454,429649,2,2,"WNW","TOWNSEND",35.6811,-83.8029,3540866,8348174
201301,71454,429649,3,3,"NNW","TOWNSEND",35.7101,-83.7905,3542606,8347430
201301,71454,429649,4,3.5,"NNE","TOWNSEND",35.7168,-83.7461,3543008,8344766
201301,71454,429650,1,2,"NW","MARYVILLE",35.7705,-83.9952,3546230,8359712
201301,71454,429650,2,2,"NE","MARYVILLE",35.7705,-83.9448,3546230,8356688
201301,71454,429650,3,2,"SE","MARYVILLE",35.7295,-83.9448,3543770,8356688
201301,71454,429650,4,2,"SW","MARYVILLE",35.7295,-83.9952,3543770,8359712
201301,71454,429651,1,2,"NW","TAZEWELL",36.4705,-83.5955,3628230,8335730
201301,71454,429651,2,2,"NE","TAZEWELL",36.4705,-83.5446,3628230,8332676
201301,71454,429651,3,2,"SE","TAZEWELL",36.4295,-83.5446,3625770,8332676
201301,71454,429651,4,2,"SW","TAZEWELL",36.4295,-83.5954,3625770,8335724
201301,71454,429652,1,2,"SE","JEFFERSON CITY",36.0995,-83.4547,365970,8327282
201301,71454,429652,2,1,"NE","JEFFERSON CITY",36.1302,-83.4673,367812,8328038
201301,71454,429652,3,2,"NW","JEFFERSON CITY",36.1405,-83.5053,368430,8330318
201301,71454,429652,4,3,"WSW","JEFFERSON CITY",36.1034,-83.5297,366204,8331782
201301,71454,429653,1,0,"N","LENOIR CITY",35.78,-84.27,3546800,8416200
201301,71454,429653,2,2,"NE","LENOIR CITY",35.8005,-84.2448,3548030,8414688
201301,71454,429653,3,3,"N","LENOIR CITY",35.8234,-84.27,3549404,8416200
201301,71454,429653,4,2,"NW","LENOIR CITY",35.8005,-84.2952,3548030,8417712
201301,71454,429654,1,1,"NW","GATLINBURG",35.7302,-83.5326,3543812,8331956
201301,71454,429654,2,1,"NE","GATLINBURG",35.7302,-83.5074,3543812,8330444
201301,71454,429654,3,2,"SSE","GATLINBURG",35.6933,-83.5064,3541598,8330384
201301,71454,429654,4,2,"SSW","GATLINBURG",35.6933,-83.5336,3541598,8332016
201301,71454,429655,1,1,"NW","SEVIERVILLE",35.8802,-83.5826,3552812,8334956
201301,71454,429655,2,2,"ENE","SEVIERVILLE",35.8811,-83.537,3552866,8332220
201301,71454,429655,3,3,"SE","SEVIERVILLE",35.8393,-83.5321,3550358,8331926
201301,71454,429655,4,2,"SSW","SEVIERVILLE",35.8433,-83.5837,3550598,8335022
201301,71454,429657,1,5,"NW","GREENEVILLE",36.2212,-82.8934,3613272,8253604
201301,71454,429657,2,5,"NE","GREENEVILLE",36.2212,-82.7666,3613272,8245996
201301,71454,429657,3,5,"SE","GREENEVILLE",36.1188,-82.7666,367128,8245996
201301,71454,429657,4,5,"SW","GREENEVILLE",36.1188,-82.8934,367128,8253604
201303,71456,429632,1,12.74,"SE","TOLAR",34.3,-103.8,3418000,10348000
201303,71457,429635,1,0,"E","EAST END",34.55,-92.35,3433000,9221000
201303,71457,429636,1,0,"N","BENTON",34.57,-92.58,3434200,9234800
201303,71457,429637,1,1.71,"S","NEW SUMMIT",34.6055,-92.5345,3436330,9232070
201303,71457,429639,1,0,"N","BISMARCK",34.32,-93.17,3419200,9310200
201303,71457,429640,1,1.89,"SE","MONTICELLO",33.6083,-91.7801,3336498,9146806
201303,71457,429641,1,0,"E","MC GEHEE",33.63,-91.4,3337800,9124000
201303,71457,429643,1,2.55,"WSW","ARKANSAS CITY",33.6052,-91.2406,3336312,9114436
201301,71458,429661,1,1.2,"NNW","BRISTOL",36.6161,-82.2083,3636966,8212498
201301,71458,429661,2,2,"W","BRISTOL",36.6,-82.2361,3636000,8214166
201301,71458,429661,3,1.5,"W","BRISTOL",36.6,-82.227,3636000,8213620
201301,71458,429661,4,1,"N","BRISTOL",36.6145,-82.2,3636870,8212000
201301,71458,429662,1,7,"N","ABINGDON ARPT",36.7813,-82.03,3646878,821800
201301,71458,429662,2,8,"N","ABINGDON ARPT",36.7958,-82.03,3647748,821800
201301,71458,429662,3,10,"NNE","ABINGDON ARPT",36.8137,-81.9609,3648822,8157654
201301,71458,429662,4,9,"NNE","ABINGDON ARPT",36.8003,-81.9678,3648018,8158068
201301,71458,429663,1,1,"SW","SALTVILLE",36.8698,-81.7628,3652188,8145768
201301,71458,429663,2,3,"WSW","SALTVILLE",36.8634,-81.8001,3651804,8148006
201301,71458,429663,3,5,"SSW","SALTVILLE",36.8131,-81.7846,3648786,8147076
201301,71458,429663,4,5,"S","SALTVILLE",36.8076,-81.75,3648456,8145000
201301,71464,429707,1,2.63,"SE","LAMONTE",38.7,-93.29,3842000,9317400
201301,71464,429708,1,1.76,"WNW","SEDALIA",38.71,-93.26,3842600,9315600
201301,71467,429730,1,.69,"S","CAMP SPGS",38.99,-84.35,3859400,8421000
201301,71468,429731,1,3.37,"SE","NEWPORT",39.8,-83.42,3948000,8325200
201301,71468,429733,1,2.61,"SW","MADISON LAKE",39.84,-83.41,3950400,8324600
201301,71468,429735,1,.53,"W","MIDWAY",39.73,-83.48,3943800,8328800
201301,71468,429738,1,.69,"N","BLOOMINGBURG",39.61,-83.4,3936600,8324000
201301,71468,429739,1,1.08,"W","LUCASVILLE",38.88,-83,3852800,8300
201301,71468,429739,2,.38,"NW","EDEN PARK",38.7745,-82.9742,3846470,8258452
201301,71468,429740,1,.87,"SW","(ILN)WILMINGTON ARPK",39.42,-83.81,3925200,8348600
201301,71469,429741,1,.24,"NNE","WEBSTER",39.9034,-84.9491,3954204,8456946
201301,71470,429742,1,2.24,"ESE","CHATTANOOGA",40.6172,-84.7307,4037032,8443842
201301,71470,429742,2,1.05,"NE","TAMA",40.6411,-84.6064,4038466,8436384
201301,71470,429742,3,.96,"NNW","ROCKFORD",40.6927,-84.6373,4041562,8438238
201301,71470,429742,4,5.98,"N","CHATTANOOGA",40.7161,-84.7822,4042966,8446932
201301,71470,429743,1,0,"N","CARTHAGENA",40.43,-84.55,4025800,8433000
201306,75302,454933,1,2.27,"WNW","EATONVILLE",43.0896,-74.993,435376,7459580
201301,71385,429776,1,1.33,"ESE","WEST AUGUSTA",38.2704,-79.3087,3816224,7918522
201301,71385,429776,2,1.4,"ESE","WEST AUGUSTA",38.2701,-79.3074,3816206,7918444
201301,71385,429776,3,1.39,"ESE","WEST AUGUSTA",38.2696,-79.3082,3816176,7918492
201301,71385,429776,4,1.34,"ESE","WEST AUGUSTA",38.2699,-79.309,3816194,7918540
201301,71385,429777,1,2.81,"WNW","BOX CREEK",38.5937,-78.949,3835622,7856940
201301,71385,429777,2,2.42,"WNW","BOX CREEK",38.5926,-78.9419,3835556,7856514
201301,71385,429777,3,2.44,"W","BOX CREEK",38.5863,-78.9445,3835178,7856670
201301,71385,429777,4,2.83,"NNW","SPARKLING SPGS",38.5869,-78.9527,3835214,7857162
201301,71385,431618,1,.45,"NE","BROAD RUN FARMS",39.0348,-77.3643,392088,7721858
201301,71385,431618,2,.24,"N","BROAD RUN FARMS",39.0335,-77.3696,392010,7722176
201301,71385,431618,3,.66,"S","BROAD RUN FARMS",39.0204,-77.3691,391224,7722146
201301,71385,431618,4,.59,"SSE","BROAD RUN FARMS",39.0226,-77.3645,391356,7721870
201301,71389,429177,1,7.02,"NNE","GALIVANTS FERRY",34.143,-79.2006,348580,7912036
201301,71390,429175,1,4.71,"N","CHADBOURN",34.3882,-78.8222,3423292,7849332
201301,71390,429175,2,5.13,"ESE","EVERGREEN",34.4029,-78.8124,3424174,7848744
201301,71393,429404,1,1.99,"SW","CLYDE",34.3585,-80.2032,3421510,8012192
201301,71393,429405,1,3.13,"SSW","DUNBAR",34.4908,-79.5773,3429448,7934638
201301,71393,429407,1,2.61,"WSW","NICHOLS",34.2127,-79.1907,3412762,7911442
201301,71399,429257,1,1.02,"ENE","CAIRO",37.0052,-89.1626,37312,899756
201301,71399,429257,2,2.48,"ESE","CAIRO",36.9869,-89.1381,3659214,898286
201301,71399,429257,3,1.57,"ESE","CAIRO",36.9886,-89.1554,3659316,899324
201301,71399,429257,4,1.1,"ESE","CAIRO",36.9947,-89.1611,3659682,899666
201301,71399,429261,1,0,"N","NEW GRAND CHAIN",37.25,-89.02,3715000,891200
201301,71399,429261,2,3.27,"SSE","NEW GRAND CHAIN",37.2041,-89.0057,3712246,89342
201301,71399,429261,3,1.42,"ENE","OLMSTED",37.1858,-89.0552,3711148,893312
201301,71399,429261,4,1.44,"ESE","LEVINGS",37.2085,-89.0483,3712510,892898
201301,71399,429267,1,0,"N","BROOKPORT",37.12,-88.63,377200,8837800
201301,71399,429267,2,1.77,"WNW","BROOKPORT",37.1305,-88.6593,377830,8839558
201301,71399,429267,3,1.62,"W","BROOKPORT",37.1244,-88.6589,377464,8839534
201301,71399,429267,4,.43,"WSW","BROOKPORT",37.1187,-88.6376,377122,8838256
201301,71399,429273,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
201301,71399,429273,2,.26,"SE","SHAWNEETOWN",37.6976,-88.1262,3741856,887572
201301,71399,429273,3,1.78,"SSW","SHAWNEETOWN",37.6773,-88.1454,3740638,888724
201301,71399,429273,4,1.7,"SW","SHAWNEETOWN",37.6814,-88.1504,3740884,889024
201301,71399,429274,1,1.47,"ESE","MT CARMEL",38.4157,-87.7433,3824942,8744598
201301,71399,429274,2,1.83,"ENE","MT CARMEL",38.4343,-87.7415,3826058,8744490
201301,71399,429274,3,1.55,"NE","MT CARMEL",38.4334,-87.7471,3826004,8744826
201301,71399,429274,4,1.13,"E","MT CARMEL",38.4182,-87.7492,3825092,8744952
201301,71399,429275,1,2.77,"WSW","MURPHYSBORO",37.7607,-89.3793,3745642,8922758
201301,71399,429275,2,1.47,"W","MT CARBON",37.7527,-89.3566,3745162,8921396
201301,71399,429275,3,1.44,"WNW","MT CARBON",37.7574,-89.3547,3745444,8921282
201301,71399,429275,4,2.19,"WSW","MURPHYSBORO",37.7612,-89.3685,3745672,8922110
201301,71399,429276,1,0,"N","CARMI",38.08,-88.17,384800,8810200
201301,71399,429276,2,1.68,"ESE","CARMI",38.0743,-88.1399,384458,888394
201301,71399,429276,3,2.39,"S","CARMI",38.0457,-88.1756,382742,8810536
201301,71399,429276,4,2.01,"SW","CARMI",38.0562,-88.1914,383372,8811484
201301,71400,429278,1,0,"N","NEW HARMONY",38.13,-87.93,387800,8755800
201301,71400,429278,2,.58,"WNW","NEW HARMONY",38.1343,-87.9392,388058,8756352
201301,71400,429278,3,.95,"NNE","NEW HARMONY",38.1432,-87.9248,388592,8755488
201301,71400,429278,4,.84,"NE","NEW HARMONY",38.1398,-87.9208,388388,8755248
201301,71400,429279,1,1.28,"SE","NEWBURGH",37.938,-87.4021,3756280,8724126
201301,71400,429279,2,2.33,"ESE","NEWBURGH",37.9324,-87.3835,3755944,8723010
201301,71400,429279,3,2.32,"ESE","NEWBURGH",37.9376,-87.3805,3756256,8722830
201301,71400,429279,4,1.42,"ESE","NEWBURGH",37.9425,-87.3957,3756550,8723742
201301,71400,429280,1,0,"N","MT VERNON",37.93,-87.9,3755800,8754000
201301,71400,429280,2,1.21,"SW","MT VERNON",37.9171,-87.915,3755026,8754900
201301,71400,429280,3,.99,"SSW","MT VERNON",37.9175,-87.9088,3755050,8754528
201301,71400,429280,4,.42,"SSE","MT VERNON",37.9242,-87.8976,3755452,8753856
201301,71400,429281,1,2.03,"S","PATOKA",38.3907,-87.583,3823442,8734980
201301,71400,429281,2,2.35,"SSE","PATOKA",38.3917,-87.5559,3823502,8733354
201301,71400,429281,3,1.57,"SE","PATOKA",38.4059,-87.5573,3824354,8733438
201301,71400,429281,4,.82,"S","PATOKA",38.4082,-87.5782,3824492,8734692
201301,71402,429304,1,.81,"NNW","UNIONTOWN",37.7802,-87.9373,3746812,8756238
201301,71402,429304,2,1.65,"N","UNIONTOWN",37.7939,-87.9303,3747634,8755818
201301,71402,429304,3,1.17,"N","UNIONTOWN",37.7867,-87.9267,3747202,8755602
201301,71402,429304,4,.51,"N","UNIONTOWN",37.7773,-87.9317,3746638,8755902
201301,71402,429309,1,0,"N","PARADISE",37.27,-86.98,3716200,8658800
201301,71402,429309,2,.46,"WSW","PARADISE",37.2683,-86.988,3716098,8659280
201301,71402,429309,3,.46,"S","PARADISE",37.2635,-86.9814,3715810,8658884
201301,71402,429309,4,.36,"SSE","PARADISE",37.265,-86.9781,3715900,8658686
201301,71410,429496,1,2,"NW","ELIZABETHTON",36.3705,-82.2454,3622230,8214724
201301,71410,429496,2,2,"NE","ELIZABETHTON",36.3705,-82.1946,3622230,8211676
201301,71410,429496,3,2,"SE","ELIZABETHTON",36.3295,-82.1946,3619770,8211676
201301,71410,429496,4,2,"SW","ELIZABETHTON",36.3295,-82.2454,3619770,8214724
201301,71410,429497,1,1,"NW","MOUNTAIN CITY",36.4902,-81.8127,3629412,8148762
201301,71410,429497,2,1,"NE","MOUNTAIN CITY",36.4902,-81.7873,3629412,8147238
201301,71410,429497,3,1,"SE","MOUNTAIN CITY",36.4698,-81.7873,3628188,8147238
201301,71410,429497,4,2,"SW","MOUNTAIN CITY",36.4595,-81.8255,3627570,8149530
201301,71410,429498,1,3,"NW","JOHNSON CITY",36.3507,-82.3881,3621042,8223286
201301,71410,429498,2,2,"NE","JOHNSON CITY",36.3405,-82.3246,3620430,8219476
201301,71410,429498,3,2,"SE","JOHNSON CITY",36.2995,-82.3246,3617970,8219476
201301,71410,429498,4,3,"SW","JOHNSON CITY",36.2893,-82.3881,3617358,8223286
201301,71410,429499,1,1,"NW","WALLAND",35.7402,-83.8326,3544412,8349956
201301,71410,429499,2,1,"NE","WALLAND",35.7402,-83.8074,3544412,8348444
201301,71410,429499,3,1,"SE","WALLAND",35.7198,-83.8074,3543188,8348444
201301,71410,429499,4,1,"SW","WALLAND",35.7198,-83.8326,3543188,8349956
201301,71410,429500,1,2,"NE","PIGEON FORGE",35.8005,-83.5248,3548030,8331488
201301,71410,429500,2,2,"SE","PIGEON FORGE",35.7595,-83.5248,3545570,8331488
201301,71410,429500,3,2,"SW","PIGEON FORGE",35.7595,-83.5752,3545570,8334512
201301,71410,429500,4,3,"NW","PIGEON FORGE",35.8107,-83.5879,3548642,8335274
201301,71410,429507,1,3,"NW","GREENEVILLE",36.2007,-82.868,3612042,8252080
201301,71410,429507,2,3,"NE","GREENEVILLE",36.2007,-82.792,3612042,8247520
201301,71410,429507,3,3,"SE","GREENEVILLE",36.1393,-82.792,368358,8247520
201301,71410,429507,4,3,"SW","GREENEVILLE",36.1393,-82.868,368358,8252080
201301,71410,429508,1,2,"NW","ROGERSVILLE",36.4205,-83.0254,3625230,831524
201301,71410,429508,2,2,"NE","ROGERSVILLE",36.4205,-82.9746,3625230,8258476
201301,71410,429508,3,1.5,"SE","ROGERSVILLE",36.3847,-82.9809,3623082,8258854
201301,71410,429508,4,2,"SW","ROGERSVILLE",36.3795,-83.0254,3622770,831524
201301,71410,429509,1,0,"NNW","BENTON",35.18,-84.67,3510800,8440200
201301,71410,429509,2,2,"ENE","BENTON",35.1911,-84.6373,3511466,8438238
201301,71410,429509,3,2.5,"SE","BENTON",35.1544,-84.6387,359264,8438322
201301,71410,429509,4,1.5,"SSW","BENTON",35.1599,-84.6802,359594,8440812
201301,71410,429510,1,1,"SE","HARRIMAN",35.9198,-84.5374,3555188,8432244
201301,71410,429510,2,1,"SW","HARRIMAN",35.9198,-84.5626,3555188,8433756
201301,71410,429510,3,3,"SSW","HARRIMAN",35.8899,-84.5705,3553394,8434230
201301,71410,429510,4,3,"SSE","HARRIMAN",35.8899,-84.5295,3553394,8431770
201301,71410,429511,1,1.5,"NW","PIGEON FORGE",35.7954,-83.5689,3547724,8334134
201301,71410,429511,2,1,"NE","PIGEON FORGE",35.7902,-83.5374,3547412,8332244
201301,71410,429511,3,1,"SE","PIGEON FORGE",35.7698,-83.5374,3546188,8332244
201301,71410,429511,4,1,"SW","PIGEON FORGE",35.7698,-83.5626,3546188,8333756
201301,71410,429513,1,1,"NW","SEVIERVILLE",35.8802,-83.5826,3552812,8334956
201301,71410,429513,2,1,"NE","SEVIERVILLE",35.8802,-83.5574,3552812,8333444
201301,71410,429513,3,2,"SE","SEVIERVILLE",35.8495,-83.5447,3550970,8332682
201301,71410,429513,4,2,"SSW","SEVIERVILLE",35.8433,-83.5837,3550598,8335022
201301,71410,429537,1,2,"NW","ATHENS",35.4705,-84.6251,3528230,8437506
201301,71410,429537,2,2,"NE","ATHENS",35.4705,-84.5749,3528230,8434494
201305,75608,456499,7,3.58,"SSW","FREDERICK",40.0221,-90.4559,401326,9027354
201305,75608,456499,8,.35,"SSW","BROWNING",40.1253,-90.3725,407518,9022350
201305,75608,456508,1,8.12,"NNE","BEARDSTOWN",40.1286,-90.3712,407716,9022272
201305,75608,456508,2,.84,"ENE","BEARDSTOWN",40.0247,-90.4153,401482,9024918
201305,75608,456508,3,3.99,"SW","BEARDSTOWN",39.9874,-90.4923,3959244,9029538
201305,75608,456508,4,7.14,"W","HAGENER",39.92,-90.5347,3955200,9032082
201305,75608,456508,5,10.14,"WSW","HAGENER",39.8638,-90.5767,3951828,9034602
201305,75608,456508,6,4.97,"WSW","BEARDSTOWN",39.9925,-90.5168,3959550,9031008
201305,75608,456508,7,.29,"NW","BEARDSTOWN",40.023,-90.4339,401380,9026034
201305,75608,456508,8,5.55,"NNE","BEARDSTOWN",40.0942,-90.3898,405652,9023388
201305,75608,456515,1,3.4,"NNW","MEREDOSIA",39.8755,-90.5945,3952530,9035670
